,avg_ms,std_ms,throughput
MLP_Small,4.5053887367248535,29.5752273053039,221.95643005201362
MLP_Medium,1.5693330764770508,0.7745449822639074,637.2133583298138
MLP_Large,1.5774726867675781,0.5946820884973865,633.9253974971284
MLP_HighDropout,1.4893579483032227,0.5480704071356458,671.4302637181798
